Número de proyecto,Clave del programa,Fondo,Clave de la entidad federativa,Entidad Federativa,Clave del municipio,Nombre del municipio,Nombre del proyecto,Monto aprobado
4535,U091,FONDO DE CULTURA,14,JALISCO,98,SAN PEDRO TLAQUEPAQUE,RESTAURACIÓN DE ARCOS HUNDIDOS DEL CENTRO CULTURAL EL REFUGIO,"265,411"
4536,U091,FONDO DE CULTURA,14,JALISCO,98,SAN PEDRO TLAQUEPAQUE,EQUIPAMIENTO DEL MUSEO PANTALEÓN PANDURO,"1,597,088"
4537,U091,FONDO DE CULTURA,14,JALISCO,98,SAN PEDRO TLAQUEPAQUE,REHABILITACIÓN DE CINE FORO DEL CENTRO CULTURAL EL REFUGIO,"4,669,229"
4538,U091,FONDO DE CULTURA,14,JALISCO,98,SAN PEDRO TLAQUEPAQUE,"REHABILITACIÓN DE LA ESCUELA DE ARTES PLÁSTICAS, ARTESANÍAS Y OFICIOS ""ÁNGEL CARRANZA""","6,674,094"
4539,U091,FONDO DE CULTURA,14,JALISCO,98,SAN PEDRO TLAQUEPAQUE,INSTALACIÓN DE CUBIERTA MÓVIL EN EL PATIO SAN PEDRO DEL CENTRO CULTURAL EL REFUGIO,"3,698,021"
4540,U091,FONDO DE CULTURA,14,JALISCO,98,SAN PEDRO TLAQUEPAQUE,REHABILITACIÓN DE ÁREA DE COCINAS Y OFICINAS DEL CENTRO CULTURAL EL REFUGIO,"1,787,457"
4541,U091,FONDO DE CULTURA,14,JALISCO,101,TONALÁ,CONSTRUCCIÓN Y EQUIPAMIENTO DE DOMO EN EL ESPACIO DE CULTURA SANTA PAULA 2DA ETAPA,"2,500,000"
4542,U091,FONDO DE CULTURA,14,JALISCO,106,TUXCACUESCO,"REMODELACIÓN DE LA CASA DE LA CULTURA ""JUAN RULFO"" UBICADA EN LA CABECERA MUNICIPAL DE TUXCACUESCO JALISCO","1,628,890"
4543,U091,FONDO DE CULTURA,14,JALISCO,108,TUXPAN,"REMODELACIÓN Y ADAPTACIÓN PARA EL MUSEO MUNICIPAL, 2DA ETAPA","1,500,000"
4544,U091,FONDO DE CULTURA,14,JALISCO,118,YAHUALICA DE GONZÁLEZ GALLO,RESTAURACIÓN PARROQUIA DE SAN MIGUEL,"500,000"
4545,U091,FONDO DE CULTURA,14,JALISCO,120,ZAPOPAN,CENTRO CULTURAL CONSTITUCIÓN,"6,698,550"
4546,U091,FONDO DE CULTURA,14,JALISCO,123,ZAPOTLÁN DEL REY,"REMODELACIÓN DE LA PLAZA PRINCIPAL, EN CABECERA MUNICIPAL DE ZAPOTLAN DEL REY","1,697,000"
4547,U091,FONDO DE CULTURA,14,JALISCO,23,ZAPOTLÁN EL GRANDE,CONSTRUCCIÓN CENTRO PARA LA CULTURA Y LAS ARTES JOSÉ ROLÓN 2A. ETAPA,"4,698,550"
4548,U091,FONDO DE CULTURA,14,JALISCO,125,SAN IGNACIO CERRO GORDO,AMPLIACIÓN Y EQUIPAMIENTO DE AUDITORIO MUNICIPAL EN SAN IGNACIO CERRO GORDO,"1,398,550"
4549,U091,FONDO DE CULTURA,15,MÉXICO,4,ALMOLOYA DE ALQUISIRAS,CONSTRUCCIÓN Y EQUIPAMIENTO DE UNA BIBLIOTECA DIGITAL,"4,200,000"
4550,U091,FONDO DE CULTURA,15,MÉXICO,6,ALMOLOYA DEL RÍO,CONSTRUCCIÓN Y EQUIPAMIENTO DE UNA BIBLIOTECA DIGITAL,"4,200,000"
4551,U091,FONDO DE CULTURA,15,MÉXICO,10,APAXCO,CONSTRUCCIÓN Y EQUIPAMIENTO DE UNA BIBLIOTECA DIGITAL,"4,200,000"
4552,U091,FONDO DE CULTURA,15,MÉXICO,11,ATENCO,CONSTRUCCIÓN Y EQUIPAMIENTO DE UNA BIBLIOTECA DIGITAL,"7,500,000"
4553,U091,FONDO DE CULTURA,15,MÉXICO,11,ATENCO,"TERMINACIÓN DE CONSTRUCCIÓN Y EQUIPAMIENTO DE CENTRO CULTURAL, CABECERA MUNICIPAL","4,562,830"
4554,U091,FONDO DE CULTURA,15,MÉXICO,12,ATIZAPÁN,CONSTRUCCIÓN Y EQUIPAMIENTO DE UNA BIBLIOTECA DIGITAL,"4,200,000"
4555,U091,FONDO DE CULTURA,15,MÉXICO,14,ATLACOMULCO,CONSTRUCCIÓN DEL MUSEO HISTÓRICO DE ATLACOMULCO,"5,000,000"
4556,U091,FONDO DE CULTURA,15,MÉXICO,15,ATLAUTLA,CONSTRUCCIÓN Y EQUIPAMIENTO DE UNA BIBLIOTECA DIGITAL,"4,200,000"
4557,U091,FONDO DE CULTURA,15,MÉXICO,20,COACALCO DE BERRIOZÁBAL,REMODELACIÓN Y EQUIPAMIENTO DE PLAZA CÍVICA DEL H. AYUNTAMIENTO DE COACALCO,"4,000,000"
4558,U091,FONDO DE CULTURA,15,MÉXICO,25,CHALCO,"REHABILITACIÓN DE BIBLIOTECAS EN VARIAS COMUNIDADES, MUNICIPIO DE CHALCO","3,000,000"
4559,U091,FONDO DE CULTURA,15,MÉXICO,27,CHAPULTEPEC,CONSTRUCCIÓN Y EQUIPAMIENTO DE UNA BIBLIOTECA DIGITAL,"4,200,000"
4560,U091,FONDO DE CULTURA,15,MÉXICO,32,DONATO GUERRA,CONSTRUCCIÓN Y EQUIPAMIENTO DE UNA BIBLIOTECA DIGITAL,"4,200,000"
4561,U091,FONDO DE CULTURA,15,MÉXICO,35,HUEHUETOCA,CONSTRUCCIÓN DEL CENTRO DE ARTES SEGUNDA ETAPA,"6,300,000"
4562,U091,FONDO DE CULTURA,15,MÉXICO,38,ISIDRO FABELA,CONSTRUCCIÓN Y EQUIPAMIENTO DE UNA BIBLIOTECA DIGITAL,"4,200,000"
4563,U091,FONDO DE CULTURA,15,MÉXICO,41,IXTAPAN DEL ORO,CONSTRUCCIÓN Y EQUIPAMIENTO DE UNA BIBLIOTECA DIGITAL,"4,200,000"
4564,U091,FONDO DE CULTURA,15,MÉXICO,42,IXTLAHUACA,PROYECTO DE INFRAESTRUCTURA DE SEGUNDA ETAPA,"4,000,000"
4565,U091,FONDO DE CULTURA,15,MÉXICO,43,XALATLACO,CONSTRUCCIÓN Y EQUIPAMIENTO DE UNA BIBLIOTECA DIGITAL,"4,200,000"
4566,U091,FONDO DE CULTURA,15,MÉXICO,46,JILOTZINGO,CONSTRUCCIÓN Y EQUIPAMIENTO DE UNA BIBLIOTECA DIGITAL,"4,200,000"
4567,U091,FONDO DE CULTURA,15,MÉXICO,47,JIQUIPILCO,INFRAESTRUCTURA Y EQUIPAMIENTO DE CASA DE CULTURA,"704,508"
4568,U091,FONDO DE CULTURA,15,MÉXICO,47,JIQUIPILCO,TEATRO AL AIRE LIBRE,"1,840,664"
4569,U091,FONDO DE CULTURA,15,MÉXICO,54,METEPEC,CONSTRUCCIÓN Y EQUIPAMIENTO DE LA CASA DE CULTURA DEL PUEBLO SANTA MARÍA MAGDALENA OCOTLÁN,"7,500,000"
4570,U091,FONDO DE CULTURA,15,MÉXICO,55,MEXICALTZINGO,"REHABILITACIÓN DEL AUDITORIO DE LA ESCUELA PRIMARIA PROF. ""RAFAEL RAMÍREZ CASTAÑEDA"".","2,135,580"
4571,U091,FONDO DE CULTURA,15,MÉXICO,56,MORELOS,CONSTRUCCIÓN Y EQUIPAMIENTO DE UNA BIBLIOTECA DIGITAL,"4,200,000"
4572,U091,FONDO DE CULTURA,15,MÉXICO,57,NAUCALPAN DE JUÁREZ,REHABILITACIÓN DEL CENTRO CULTURAL ÁGORA,"5,000,000"
4573,U091,FONDO DE CULTURA,15,MÉXICO,61,NOPALTEPEC,CONSTRUCCIÓN Y EQUIPAMIENTO DE UNA BIBLIOTECA DIGITAL,"4,200,000"
4574,U091,FONDO DE CULTURA,15,MÉXICO,61,NOPALTEPEC,"CONSTRUCCIÓN DE TALLERES DE CULTURA EN LA ESCUELA PRIMARIA ""VICENTE GUERRERO"" NOPALTEPEC","2,530,000"
4575,U091,FONDO DE CULTURA,15,MÉXICO,61,NOPALTEPEC,CONSTRUCCIÓN DE SEGUNDA ETAPA DE CASA DE CULTURA NOPALTEPEC,"1,530,768"
4576,U091,FONDO DE CULTURA,15,MÉXICO,61,NOPALTEPEC,CONSTRUCCIÓN DE TEATRO AL AIRE LIBRE,"3,230,000"
4577,U091,FONDO DE CULTURA,15,MÉXICO,63,OCUILAN,CONSTRUCCIÓN Y EQUIPAMIENTO DE UNA BIBLIOTECA DIGITAL,"4,200,000"
4578,U091,FONDO DE CULTURA,15,MÉXICO,64,EL ORO,CONSTRUCCIÓN Y EQUIPAMIENTO DE UNA BIBLIOTECA DIGITAL,"4,200,000"
4579,U091,FONDO DE CULTURA,15,MÉXICO,64,EL ORO,REHABILITACIÓN Y EQUIPAMIENTO DE CASA DE CULTURA,"3,455,227"
4580,U091,FONDO DE CULTURA,15,MÉXICO,65,OTUMBA,MANTENIMIENTO DEL MUSEO Y CENTRO REGIONAL,"1,500,000"
4581,U091,FONDO DE CULTURA,15,MÉXICO,67,OTZOLOTEPEC,"CENTRO CULTURAL, FÁBRICA MARÍA, TERCERA ETAPA","4,500,000"
4582,U091,FONDO DE CULTURA,15,MÉXICO,69,PAPALOTLA,CONSTRUCCIÓN Y EQUIPAMIENTO DE UNA BIBLIOTECA DIGITAL,"4,200,000"
4583,U091,FONDO DE CULTURA,15,MÉXICO,69,PAPALOTLA,REMODELACIÓN DE LA CASA DE CULTURA MUNICIPAL,"2,500,000"
4584,U091,FONDO DE CULTURA,15,MÉXICO,72,RAYÓN,CONSTRUCCIÓN Y EQUIPAMIENTO DE UNA BIBLIOTECA DIGITAL,"4,200,000"
4585,U091,FONDO DE CULTURA,15,MÉXICO,72,RAYÓN,"CONSTRUCCIÓN DE LA ""ESCUELA MUNICIPAL DE BELLAS ARTES""","4,500,000"
4586,U091,FONDO DE CULTURA,15,MÉXICO,74,SAN FELIPE DEL PROGRESO,RESTAURACIÓN DE LA CASA SOCIAL DENOMINADA TEMPLO DE SAN FELIPE Y SANTIAGO,"4,561,211"
4587,U091,FONDO DE CULTURA,15,MÉXICO,76,SAN MATEO ATENCO,CONSTRUCCIÓN Y EQUIPAMIENTO DE UNA BIBLIOTECA DIGITAL,"7,500,000"
4588,U091,FONDO DE CULTURA,15,MÉXICO,76,SAN MATEO ATENCO,AMPLIACIÓN DE CASA DE CULTURA,"4,000,000"
4589,U091,FONDO DE CULTURA,15,MÉXICO,85,TEMASCALCINGO,CONCLUSIÓN DE LA REHABILITACIÓN Y EQUIPAMIENTO DE LAS INSTALACIONES DEL EX SEMINARIO EN LA CABECERA MUNICIPAL,"3,800,000"
4590,U091,FONDO DE CULTURA,15,MÉXICO,86,TEMASCALTEPEC,CONSTRUCCIÓN Y EQUIPAMIENTO DE UNA BIBLIOTECA DIGITAL,"4,200,000"
4591,U091,FONDO DE CULTURA,15,MÉXICO,86,TEMASCALTEPEC,TERMINACIÓN DE RECINTO FERIAL MULTIFUNCIONAL EN LA LOCALIDAD DE SAN ANDRÉS DE LOS GAMA.,"3,000,000"
4592,U091,FONDO DE CULTURA,15,MÉXICO,93,TEPETLAOXTOC,CONSTRUCCIÓN Y EQUIPAMIENTO DE UNA BIBLIOTECA DIGITAL,"4,200,000"
4593,U091,FONDO DE CULTURA,15,MÉXICO,94,TEPETLIXPA,CONSTRUCCIÓN Y EQUIPAMIENTO DE UNA BIBLIOTECA DIGITAL,"4,200,000"
4594,U091,FONDO DE CULTURA,15,MÉXICO,99,TEXCOCO,CONSTRUCCIÓN Y EQUIPAMIENTO DE UNA BIBLIOTECA DIGITAL,"7,500,000"
4595,U091,FONDO DE CULTURA,15,MÉXICO,100,TEZOYUCA,CONSTRUCCIÓN Y EQUIPAMIENTO DE UNA BIBLIOTECA DIGITAL,"4,200,000"
4596,U091,FONDO DE CULTURA,15,MÉXICO,104,TLALNEPANTLA DE BAZ,REHABILITACIÓN DEL EDIFICIO DEL TEATRO CENTENARIO,"9,659,291"
4597,U091,FONDO DE CULTURA,15,MÉXICO,105,TLATLAYA,CONSTRUCCIÓN Y EQUIPAMIENTO DE UNA BIBLIOTECA DIGITAL,"4,200,000"
4598,U091,FONDO DE CULTURA,15,MÉXICO,106,TOLUCA,MANTENIMIENTO DEL JARDÍN BOTÁNICO COSMOVITRAL,"5,000,000"
4599,U091,FONDO DE CULTURA,15,MÉXICO,106,TOLUCA,REHABILITACIÓN DEL TEATRO MORELOS. SEGUNDA ETAPA,"50,000,000"
4600,U091,FONDO DE CULTURA,15,MÉXICO,106,TOLUCA,REHABILITACIÓN DE LA EXPLANADA DEL TEATRO MORELOS,"4,500,000"
4601,U091,FONDO DE CULTURA,15,MÉXICO,106,TOLUCA,REHABILITACIÓN Y EQUIPAMIENTO PARA TALLER ESPECIALIZADO DEL MUSEO DEL ALFEÑIQUE,"2,000,000"
4602,U091,FONDO DE CULTURA,15,MÉXICO,117,ZACUALPAN,CONSTRUCCIÓN Y EQUIPAMIENTO DE UNA BIBLIOTECA DIGITAL,"4,200,000"
4603,U091,FONDO DE CULTURA,15,MÉXICO,120,ZUMPANGO,CASA DE CULTURA,"4,000,000"
4604,U091,FONDO DE CULTURA,15,MÉXICO,125,TONANITLA,CONSTRUCCIÓN CENTRO CULTURAL 2DA. ETAPA,"5,000,000"
4605,U091,FONDO DE CULTURA,16,MICHOACÁN,11,BRISEÑAS,CONSTRUCCIÓN DE LA CASA DE LA CULTURA EN LA COMUNIDAD DE IBARRA,"2,000,000"
4606,U091,FONDO DE CULTURA,16,MICHOACÁN,29,CHURUMUCO,CONSTRUCCIÓN DE CASA DE CULTURA POTURO 1° ETAPA,"1,000,000"
4607,U091,FONDO DE CULTURA,16,MICHOACÁN,29,CHURUMUCO,CONSTRUCCIÓN DE CASA DE CULTURA MUNICIPAL 2° ETAPA,"2,000,000"
4608,U091,FONDO DE CULTURA,16,MICHOACÁN,41,IRIMBO,MODERNIZACIÓN Y EQUIPAMIENTO DE LA BIBLIOTECA ATENEA,"1,350,000"
4609,U091,FONDO DE CULTURA,16,MICHOACÁN,41,IRIMBO,MODERNIZACIÓN Y EQUIPAMIENTO DE LA BIBLIOTECA LÁZARO CÁRDENAS DEL RÍO,"1,650,000"
4610,U091,FONDO DE CULTURA,16,MICHOACÁN,45,JIQUILPAN,MODERNIZACIÓN Y EQUIPAMIENTO DE LA BIBLIOTECA GABINO ORTIZ,"2,000,000"
4611,U091,FONDO DE CULTURA,16,MICHOACÁN,58,NUEVO PARANGARICUTIRO,CONSTRUCCIÓN DE CENTRO CULTURAL Y CASA DE ARTESANÍAS,"2,000,000"
4612,U091,FONDO DE CULTURA,16,MICHOACÁN,64,PARÁCUARO,CONSTRUCCIÓN DE LA CASA DE LA CULTURA MUNICIPAL,"1,500,000"
4613,U091,FONDO DE CULTURA,16,MICHOACÁN,69,LA PIEDAD,MODERNIZACIÓN Y EQUIPAMIENTO DE LA BIBLIOTECA PÚBLICA DR. SALVADOR ACEVES PARRA,"3,000,000"
4614,U091,FONDO DE CULTURA,16,MICHOACÁN,76,SAHUAYO,"CONSTRUCCIÓN DE TALLER DE ARTES PLÁSTICAS 2DA. ETAPA, EN SAHUAYO MICHOACÁN","1,500,000"
4615,U091,FONDO DE CULTURA,16,MICHOACÁN,83,TANCÍTARO,CONSTRUCCIÓN Y EQUIPAMIENTO DE ECOBIBLIOTECA TANCÍTARO,"1,500,000"
4616,U091,FONDO DE CULTURA,16,MICHOACÁN,112,ZITÁCUARO,REHABILITACIÓN Y EQUIPAMIENTO PARA LA BIBLIOTECA DEL CENTRO CULTURAL DE ZITÁCUARO,"3,000,000"
4617,U091,FONDO DE CULTURA,16,MICHOACÁN,999,ASIGNACIÓN ESTATAL,REHABILITACIÓN Y EQUIPAMIENTO A CASAS DE CULTURA Y CENTROS CULTURALES DE MICHOACÁN,"5,500,000"
4618,U091,FONDO DE CULTURA,17,MORELOS,26,TLAYACAPAN,HABILITACIÓN CULTURAL Y RECREATIVA EL PLAN,"2,212,000"
4619,U091,FONDO DE CULTURA,17,MORELOS,999,ASIGNACIÓN ESTATAL,REHABILITACIÓN Y RESTAURACIÓN DE LA BIBLIOTECA MIGUEL SALINAS,"1,000,000"
4620,U091,FONDO DE CULTURA,18,NAYARIT,11,RUÍZ,CONSTRUCCIÓN DE LA CASA DE LA MÚSICA,"2,110,000"
4621,U091,FONDO DE CULTURA,18,NAYARIT,12,SAN BLAS,REMODELACIÓN DE LA PRIMERA ETAPA DE LA CONTADURÍA EN SAN BLAS,"4,318,000"
4622,U091,FONDO DE CULTURA,19,NUEVO LEÓN,39,MONTERREY,"CONARTE, REMODELACIÓN, ADECUACIÓN Y EQUIPAMIENTO DE ESPACIOS CULTURALES DE NUEVO LEÓN (REATA). ETAPA IV","9,000,000"
4623,U091,FONDO DE CULTURA,19,NUEVO LEÓN,39,MONTERREY,"CONARTE, REHABILITACIÓN Y EQUIPAMIENTO DEL TEATRO DE LA CIUDAD. ETAPA II TREINTA AÑOS DE HISTORIAS","13,000,000"
4624,U091,FONDO DE CULTURA,19,NUEVO LEÓN,39,MONTERREY,"CONARTE, RESGUARDANDO NUESTRA MEMORIA, REMODELACIÓN Y EQUIPAMIENTO EN EL CENTRO DE LAS ARTES. ETAPA II","12,000,000"
4625,U091,FONDO DE CULTURA,19,NUEVO LEÓN,39,MONTERREY,"CONARTE, LA MITOTERA. CULTURA MÓVIL","2,500,000"
4626,U091,FONDO DE CULTURA,19,NUEVO LEÓN,39,MONTERREY,ACTUALIZACIÓN DEL MUSEO DE HISTORIA MEXICANA,"10,000,000"
4627,U091,FONDO DE CULTURA,19,NUEVO LEÓN,39,MONTERREY,MUSEO DEL ACERO (EL MUNDO QUE NOS RODEA),"26,000,000"
4628,U091,FONDO DE CULTURA,20,OAXACA,75,REFORMA DE PINEDA,CONSTRUCCIÓN DE LA CASA DE CULTURA DE REFORMA DE PINEDA,"5,391,000"
4629,U091,FONDO DE CULTURA,20,OAXACA,118,SAN BARTOLOMÉ QUIALANA,CONSTRUCCIÓN DE LA CASA DE CULTURA SEGUNDA ETAPA,"2,456,000"
4630,U091,FONDO DE CULTURA,20,OAXACA,177,SAN JUAN BAUTISTA CUICATLÁN,CONSTRUCCIÓN DE LA SEGUNDA ETAPA DE LA CASA DE CULTURA,"2,935,000"
4631,U091,FONDO DE CULTURA,21,PUEBLA,30,COATEPEC,"REMODELACIÓN DE PISO DE LA PARROQUÍA DE SAN BARTOLOMÉ EN EL MUNICIPIO DE COATEPEC, PUEBLA","200,000"
4632,U091,FONDO DE CULTURA,21,PUEBLA,70,HUATLATLAUCA,CONSTRUCCIÓN Y EQUIPAMIENTO DE TEATRO AL AIRE LIBRE EN EL MUNICIPIO DE HUATLATLAUCA,"2,512,564"
4633,U091,FONDO DE CULTURA,21,PUEBLA,71,HUAUCHINANGO,AMPLIACIÓN DE LA EXTENSIÓN DEL CONSERVATORIO DE PUEBLA UBICADO EN LA CD. DE HUACHINANGO 2DA ETAPA,"2,930,285"
4634,U091,FONDO DE CULTURA,21,PUEBLA,79,HUITZILTEPEC,CONSTRUCCIÓN DE LA CASA DE LA CULTURA DE SANTA CLARA HUITZILTEPEC,"1,617,721"
4635,U091,FONDO DE CULTURA,21,PUEBLA,83,IXTACAMAXTITLÁN,"RESCATE, RESTAURACIÓN Y REHABILITACIÓN DE INMUEBLE HISTÓRICO EN TEPEXOXUCA","5,549,414"
4636,U091,FONDO DE CULTURA,21,PUEBLA,91,JUAN GALINDO,REHABILITACIÓN DEL PALACIO MUNICIPAL Y JARDÍN CENTRAL PARA USOS DE LA CASA DE LA CULTURA 2DA. ETAPA,"3,000,000"
4637,U091,FONDO DE CULTURA,21,PUEBLA,153,TECALI DE HERRERA,1RA. ETAPA DE LA REHABILITACIÓN DEL CENTRO HISTÓRICO DE TECALI DE HERRERA,"4,939,286"
4638,U091,FONDO DE CULTURA,21,PUEBLA,162,TEPANGO DE RODRÍGUEZ,"RESTAURACIÓN DEL TEMPLO DE SAN ANTONIO DE PADUA EN EL MUNICIPIO DE TEPANGO DE RODRÍGUEZ, PUEBLA","2,000,000"
4639,U091,FONDO DE CULTURA,21,PUEBLA,165,TEPEMAXALCO,REHABILITACIÓN Y EQUIPAMIENTO DE LA CASA DE LA CULTURA Y TALLER DE MÚSICA,"1,500,000"
4640,U091,FONDO DE CULTURA,21,PUEBLA,166,TEPEOJUMA,CONSTRUCCIÓN DE CASA DE LA CULTURA EN EL MUNICIPIO DE TEPEOJUMA,"2,300,000"
4641,U091,FONDO DE CULTURA,21,PUEBLA,172,TÉTELA DE OCAMPO,"RESTAURACIÓN Y REHABILITACIÓN DE LA CASA BARRIOS EN TONALAPA, MUNICIPIO DE TÉTELA DE OCAMPO","8,782,979"
4642,U091,FONDO DE CULTURA,21,PUEBLA,197,XICOTEPEC,REMODELACIÓN DE CASA DE LA CULTURA ALBERGADA EN EL PALACIO MUNICIPAL,"3,000,000"
4643,U091,FONDO DE CULTURA,21,PUEBLA,206,ZACAPALA,CONSTRUCCIÓN DE LA CASA DE LA CULTURA EN EL MUNICIPIO DE ZACAPALA,"1,000,000"
4644,U091,FONDO DE CULTURA,21,PUEBLA,210,ZAPOTITLÁN DE MÉNDEZ,CONSTRUCCIÓN DE PISO EMPEDRADO Y MANTENIMIENTO DE LA IGLESIA DE SANTIAGO APÓSTOL DE LA LOCALIDAD DE NANACATLÁN,"780,000"
4645,U091,FONDO DE CULTURA,21,PUEBLA,216,ZOQUIAPAN,"REHABILITACIÓN DE LA IGLESIA DE SAN FRANCISCO DE ASÍS DE ZOQUIAPAN, PUEBLA","220,000"
4646,U091,FONDO DE CULTURA,21,PUEBLA,999,ASIGNACIÓN ESTATAL,"""CONSTRUCCIÓN DE LA CASA DE CULTURA LA ESPERANZA""","8,930,286"
4647,U091,FONDO DE CULTURA,22,QUERÉTARO,12,PEDRO ESCOBEDO,CONSTRUCCIÓN Y EQUIPAMIENTO DE KIOSKO DIGITAL Y CULTURAL,"4,500,000"
4648,U091,FONDO DE CULTURA,22,QUERÉTARO,17,TEQUISQUIAPAN,CASA DEL ARTESANO DE TEQUISQUIAPAN,"2,256,000"
4649,U091,FONDO DE CULTURA,22,QUERÉTARO,17,TEQUISQUIAPAN,"MUSEO DE LA CANASTA, SALA DE EXHIBICIÓN EN ANTIGUA OFICINA DE CORREOS","585,000"
4650,U091,FONDO DE CULTURA,24,SAN LUIS POTOSÍ,7,CEDRAL,REHABILITACIÓN Y EQUIPAMIENTO DEL TEATRO BENITO JUÁREZ DE CEDRAL,"1,000,000"
4651,U091,FONDO DE CULTURA,24,SAN LUIS POTOSÍ,11,CIUDAD FERNÁNDEZ,CASA DE CULTURA DIGITAL,"2,500,000"
4652,U091,FONDO DE CULTURA,24,SAN LUIS POTOSÍ,13,CIUDAD VALLES,MANTENIMIENTO Y EQUIPAMIENTO DEL TEATRO FERNANDO DOMÍNGUEZ DEL CENTRO CULTURAL DE LA HUASTECA,"2,500,000"
4653,U091,FONDO DE CULTURA,24,SAN LUIS POTOSÍ,20,MATEHUALA,CASA DE CULTURA DIGITAL,"3,000,000"
4654,U091,FONDO DE CULTURA,24,SAN LUIS POTOSÍ,20,MATEHUALA,REHABILITACIÓN Y EQUIPAMIENTO DEL TEATRO MANUEL JOSÉ OTHÓN,"2,000,000"
4655,U091,FONDO DE CULTURA,24,SAN LUIS POTOSÍ,24,RIOVERDE,REHABILITACIÓN DEL TEMPLO DE LA DIVINA PASTORA,"3,000,000"
4656,U091,FONDO DE CULTURA,24,SAN LUIS POTOSÍ,32,SANTA MARÍA DEL RÍO,MUSEO DEL REBOZO DE SANTA MARÍA DEL RÍO,"1,000,000"
4657,U091,FONDO DE CULTURA,24,SAN LUIS POTOSÍ,54,XILITLA,SEGUNDA ETAPA EMERGENTE DE RESTAURACIÓN DEL EX CONVENTO DE SAN AGUSTÍN XILITLA,"6,200,000"
4658,U091,FONDO DE CULTURA,24,SAN LUIS POTOSÍ,55,ZARAGOZA,CASA DE CULTURA DIGITAL,"3,000,000"
4659,U091,FONDO DE CULTURA,24,SAN LUIS POTOSÍ,999,ASIGNACIÓN ESTATAL,2 ETAPA DE REHABILITACIÓN DE LA EX-HACIENDA TENERÍA,"5,000,000"
4660,U091,FONDO DE CULTURA,25,SINALOA,6,CULIACÁN,CONSTRUCCIÓN Y EQUIPAMIENTO DEL CENTRO MULTICULTURAL DE COSTA RICA,"4,494,750"
4661,U091,FONDO DE CULTURA,25,SINALOA,9,ESCUINAPA,REHABILITACIÓN Y EQUIPAMIENTO CULTURAL DIGITAL DE ESCUINAPA,"1,500,000"
4662,U091,FONDO DE CULTURA,25,SINALOA,11,GUASAVE,MEJORAMIENTO DE LA INFRAESTRUCTURA DEL MUSEO DE GUASAVE,"1,000,000"
4663,U091,FONDO DE CULTURA,25,SINALOA,11,GUASAVE,"MEJORAMIENTO DE LA INFRAESTRUCTURA DEL ""AUDITORIO HÉROES DE SINALOA""","1,000,000"
4664,U091,FONDO DE CULTURA,25,SINALOA,11,GUASAVE,REHABILITACIÓN Y EQUIPAMIENTO DEL CENTRO CULTURAL DE LA ESCUELA SECUNDARIA TÉCNICA 4,"996,500"
4665,U091,FONDO DE CULTURA,25,SINALOA,11,GUASAVE,MEJORAMIENTO DE LA INFRAESTRUCTURA DE LA IGLESIA SAN FRANCISCO DE ASÍS,"496,500"
4666,U091,FONDO DE CULTURA,25,SINALOA,11,GUASAVE,REHABILITACIÓN Y EQUIPAMIENTO DEL CENTRO CULTURAL TAMAZULA,"500,000"
4667,U091,FONDO DE CULTURA,25,SINALOA,11,GUASAVE,MEJORAMIENTO DE LA BIBLIOTECA DE LA CIUDAD DE JUAN JOSÉ RIOS,"500,000"
4668,U091,FONDO DE CULTURA,25,SINALOA,11,GUASAVE,"MEJORAMIENTO DEL ""CENTRO CULTURAL GUASAVE MALECÓN MA. ROSARIO ESPINOZA""","2,996,500"
4669,U091,FONDO DE CULTURA,25,SINALOA,12,MAZATLÁN,REHABILITACIÓN Y EQUIPAMIENTO CULTURAL DIGITAL,"1,500,000"
4670,U091,FONDO DE CULTURA,25,SINALOA,18,NAVOLATO,CONSTRUCCIÓN DE LA BIBLIOTECA MUNICIPAL DE NAVOLATO,"3,054,846"
4671,U091,FONDO DE CULTURA,25,SINALOA,999,ASIGNACIÓN ESTATAL,REHABILITACIÓN Y EQUIPAMIENTO DIGITAL DE BIBLIOTECAS POPULARES,"2,996,500"
4672,U091,FONDO DE CULTURA,26,SONORA,52,SAHUARIPA,REHABILITACIÓN Y EQUIPAMIENTO DE LA BIBLIOTECA PÚBLICA EN SAHUARIPA,"2,000,000"
4673,U091,FONDO DE CULTURA,28,TAMAULIPAS,999,ASIGNACIÓN ESTATAL,"REHABILITACIÓN DE BIBLIOTECA VALLE HERMOSO ING. EDUARDO CHÁVEZ ESQ. CON HIDALGO, EN VALLE HERMOSO, TAMPS.","900,000"
4674,U091,FONDO DE CULTURA,28,TAMAULIPAS,999,ASIGNACIÓN ESTATAL,"REHABILITACIÓN DE BIBLIOTECA GÓMEZ FARÍAS CALLE HIDALGO EN INTERIOR DE LA PRESIDENCIA MPAL, EN GÓMEZ FARÍAS, TAMPS.","850,000"
4675,U091,FONDO DE CULTURA,28,TAMAULIPAS,999,ASIGNACIÓN ESTATAL,"REHABILITACIÓN DE BIBLIOTECA VILLA GONZÁLEZ FRANCISCO I. MADERO #207 EN GONZÁLEZ, TAMPS.","900,000"
4676,U091,FONDO DE CULTURA,28,TAMAULIPAS,999,ASIGNACIÓN ESTATAL,"REHABILITACIÓN DE BIBLIOTECA ESTACIÓN MANUEL 16 DE SEPTIEMBRE S/N ESQ. V. CARRANZA, EN GONZÁLEZ, TAMPS.","850,000"
