Número de proyecto,Clave del programa,Fondo,Clave de la entidad federativa,Entidad Federativa,Clave del municipio,Nombre del municipio,Nombre del proyecto,Monto aprobado,Pagado,
3758,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,22,QUERÉTARO,14,QUERÉTARO,"CONSTRUCCIÓN DE CUBIERTA EN EXPLANADA DE LA DELEGACIÓN EPIGMENIO GONZÁLEZ, COLONIA DESARROLLO SAN PABLO, DELEGACIÓN EPIGMENIO GONZÁLEZ","1,103,879.69","545,868.50",
3759,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,22,QUERÉTARO,14,QUERÉTARO,"CONSTRUCCIÓN DE CUBIERTA EN EXPLANADA DE LA DELEGACIÓN FELIX OSORES SOTOMAYOR, COLONIA CERRITO COLORADO, DELEGACIÓN FELIX OSORES SOTOMAYOR","1,043,905.75","516,211.39",
3760,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,22,QUERÉTARO,5,COLÓN,"CONSTRUCCIÓN DE CANCHA DE USOS MÚLTIPLES EN ESC. PRIMARIA ""FRANCISCO GONZALEZ BOCANEGRA""","900,000.00","445,050.00",
3761,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,22,QUERÉTARO,5,COLÓN,CONSTRUCCIÓN DE PAVIMENTO EMPEDRADO CON MORTERO EN CALLE COATZACOALCOS,"600,000.00","296,700.00",
3762,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,22,QUERÉTARO,11,EL MARQUÉS,"CONSTRUCCIÓN DE ANDADOR PEATONAL ""LA MANSIÓN"", ENTRE AV. EMILIANO ZAPATA Y AV. DEL MARQUÉS, LA CAÑADA, EL MARQUÉS, QRO.","1,752,385.19","866,554.47",
3763,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,22,QUERÉTARO,11,EL MARQUÉS,"URBANIZACIÓN DE PRIVADA, FERROCARRIL, LA CAÑADA, EL MARQUÉS, QRO.","714,082.78","353,113.94",
3764,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,22,QUERÉTARO,11,EL MARQUÉS,"CONSTRUCCIÓN DE GUARNICIONES Y BANQUETAS EN AV. EMILIANO ZAPATA EN ZONA DEL PAN DE DULCE; LA CAÑADA, EL MARQUÉS, QRO.","730,460.02","361,212.48",
3765,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,22,QUERÉTARO,11,EL MARQUÉS,"REHABILITACIÓN DE ESTACIONAMIENTO EN EL DIF; LA GRIEGA, EL MARQUES, QRO.","2,231,267.45","1,103,361.76",
3766,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,22,QUERÉTARO,11,EL MARQUÉS,"URBANIZACIÓN DE PRIVADA LA PRESA; LA CAÑADA, EL MARQUÉS, QRO.","3,071,804.56","1,519,007.36",
3767,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,22,QUERÉTARO,18,TOLIMÁN,"REHABILITACION DE JARDIN, CABECERA MUNICIPAL","2,022,000.00","999,879.00",
3768,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,22,QUERÉTARO,18,TOLIMÁN,REHABILITACIÓN DE CALLE ZARAGOZA,"2,639,204.00","1,305,086.38",
3769,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,22,QUERÉTARO,13,PEÑAMILLER,REHABILITACION DE LA CALLE H. COLEGIO MILITAR EN LA CABECERA MUNICIPAL,"1,437,197.00","710,693.91",
3770,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,22,QUERÉTARO,13,PEÑAMILLER,CONSTRUCCION DE RED ELECTRICA DE DISTRIBUCION SUBTERRANEA EN LAS CALLES H. COLEGIO MILITAR Y VICENTE GUERRERO EN LA CABECERA MUNICIPAL.,"2,562,803.00","1,267,306.09",
3771,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,22,QUERÉTARO,10,LANDA DE MATAMOROS,PAVIMENTACIÓN DE CALLE PROVIDENCIA,"500,000.00","247,250.00",
3772,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,22,QUERÉTARO,10,LANDA DE MATAMOROS,AMPLIACION DE RED DE AGUA POTABLE (LINEA DE CONDUCCION) VARIOS TRAMOS SOBRE CARRETERA LOBO-AGUA ZARCA,"127,401.41","63,000.00",
3773,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,22,QUERÉTARO,10,LANDA DE MATAMOROS,AMPLIACION DE RED DE DRENAJE(COLECTOR) CALLE RUMBO A LA PLANTA DE TRATAMIENTO,"372,598.59","184,250.00",
3774,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,22,QUERÉTARO,10,LANDA DE MATAMOROS,PAVIMENTACION DE CALLE NIÑOS HEROES,"500,000.00","247,250.00",
3775,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,22,QUERÉTARO,1,AMEALCO DE BONFIL,REHABILITACIÓN  DE ALUMBRADO PÚBLICO EN LA LOCALIDAD DE CHITEJÉ DE GARABATO.,"1,000,000.00","494,500.00",
3776,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,22,QUERÉTARO,1,AMEALCO DE BONFIL,REHABILITACIÓN  DEL RASTRO MUNICIPAL.,"1,500,000.00","741,750.00",
3777,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,22,QUERÉTARO,1,AMEALCO DE BONFIL,"REHABILITACIÓN DE LA PRIVADA 20 DE NOVIEMBRE, COLONIA CENTRO","800,000.00","395,600.00",
3778,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,22,QUERÉTARO,1,AMEALCO DE BONFIL,"REHABILITACIÓN DE LA CALLE JUAN ESCUTIA, COLONIA CENTRO.","1,000,000.00","494,500.00",
3779,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,22,QUERÉTARO,1,AMEALCO DE BONFIL,"REHABILITACIÓN DE LA CALLE 20 DE NOVIEMBRE, COLONIA CENTRO.","700,000.00","346,150.00",
3780,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,22,QUERÉTARO,1,AMEALCO DE BONFIL,REHABILITACIÓN DE ALUMBRADO PÚBLICO EN LA LOCALIDAD DE SAN NICOLÁS DE LA TORRE.,"1,000,000.00","494,500.00",
3781,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,22,QUERÉTARO,1,AMEALCO DE BONFIL,"REHABILITACIÓN  DE LA PLAZA CONSTITUCIÓN, COLONIA CENTRO.","2,000,000.00","989,000.00",
3782,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,22,QUERÉTARO,1,AMEALCO DE BONFIL,URBANIZACIÓN EN LA LOCALIDAD DE SANTIAGO MEXQUITITLÁN BARRIO 1O.,"1,000,000.00","494,500.00",
3783,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,22,QUERÉTARO,17,TEQUISQUIAPAN,"CONSTRUCCIÓN DE TROTAPISTA EN C.D.C. TEQUISQUIAPAN, QRO.","1,500,000.00","741,750.00",
3784,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,22,QUERÉTARO,3,ARROYO SECO,PAVIMENTACION DE CALLE HIDALGO TRAMO: DE CALLE PERPENDICULAR A LA MISION-CALLE REINOSA,"1,500,000.00","741,750.00",
3785,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,22,QUERÉTARO,8,HUIMILPAN,TECHADO EN CANCHA DE USOS MÚLTIPLES EN CECYTEQ PLANTEL 082,"1,000,000.00","494,500.00",
3786,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,22,QUERÉTARO,16,SAN JUAN DEL RÍO,REPAVIMENTACIÓN EN BOULEVARD LUIS ROMERO SOTO,"1,846,832.03","913,258.44",
3787,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,22,QUERÉTARO,16,SAN JUAN DEL RÍO,CONSTRUCCIÓN Y REHABILITACIÓN DE BOULEVARD LUIS DONALDO COLOSIO,"7,638,561.62","3,777,268.72",
3788,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,22,QUERÉTARO,16,SAN JUAN DEL RÍO,PAVIMENTACIÓN EN CAMINO DE ACCESO A EL COTO,"2,509,302.93","1,240,850.30",
3789,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,22,QUERÉTARO,16,SAN JUAN DEL RÍO,CONSTRUCCIÓN DE PAVIMENTO DE CONCRETO ESTAMPADO EN LA CALLE IGNACIO LÓPEZ RAYÓN ENTRE CALLE 20 DE NOVIEMBRE Y CALLE MIGUEL HIDALGO,"4,005,303.41","1,980,622.54",
3790,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,22,QUERÉTARO,7,EZEQUIEL MONTES,"REHABILITACIÓN DE LA CALLE MELCHOR OCAMPO EN CABECERA MUNICIPAL DE EZEQUIEL MONTES, QRO.","3,000,000.00","1,483,500.00",
3791,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,23,QUINTANA ROO,6,JOSÉ MARÍA MORELOS,CONSTRUCCIÓN DE PARQUE PÚBLICO EN LA LOCALIDAD DE BULUKAX,"640,080.00","316,519.56",
3792,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,23,QUINTANA ROO,6,JOSÉ MARÍA MORELOS,REMODELACIÓN DE PARQUE CENTRAL DE LA LOCALIDAD DE HUAY-MAX,"620,849.23","307,009.94",
3793,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,23,QUINTANA ROO,6,JOSÉ MARÍA MORELOS,"CONSTRUCCIÓN DE CAMPO DE FUTBOL 7 Y MEJORAMIENTO DE PARQUE EN LA COLONIA MORELOS, LOCALIDAD DE JOSÉ MARÍA MORELOS","1,472,533.26","728,167.70",
3794,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,23,QUINTANA ROO,6,JOSÉ MARÍA MORELOS,CONSTRUCCIÓN  DE PARQUE PÚBLICO EN LA LOCALIDAD DE TABASCO,"620,119.10","306,648.90",
3795,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,23,QUINTANA ROO,6,JOSÉ MARÍA MORELOS,CONSTRUCCIÓN  DE PARQUE PÚBLICO EN LA LOCALIDAD DE DOS AGUADAS,"646,418.41","319,653.90",
3796,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,23,QUINTANA ROO,5,BENITO JUÁREZ,CONSTRUCCIÓN DE BEBEDEROS ESCOLARES EN DIEZ ESCUELAS (T.M. 23DPR0464O - T.V. 23DPR0479Q) (T.TC 23DPR0450L) (T.M. 23DPR0567K - T.V. 23DPR0571X) (T.M. 23DPR769G - T.V. 23DPR781B) (T.M. 23DPR0459C - T.V. 23DPR0487Z) (T.M. 23DPR0010O) (T.M. 23DPR0055K - T.V. 23DPR0593I) (T.M. 23DPR0564N - T.V. 23DPR0570Y) (T.M. 23DPR0681C - T.V. 23DPR0688W) (T.M. 23DPR0732T - T.V. 23DPR0733S),"2,200,712.00","1,088,252.09",
3797,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,23,QUINTANA ROO,4,OTHÓN P. BLANCO,CONSTRUCCIÓN DE DOMO EN EL CBTA NO. 11 (CLAVE 23DTA0011Z),"2,400,000.00","1,186,800.00",
3798,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,23,QUINTANA ROO,4,OTHÓN P. BLANCO,CONSTRUCCIÓN DE DOMO EN LA PRIMARIA PATRIA (CLAVE 23DPR0256H),"2,400,000.00","1,186,800.00",
3799,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,23,QUINTANA ROO,9,TULUM,CONSTRUCCIÓN DE DOMO EN LA LOCALIDAD DE HONDZONOT,"3,000,000.00","1,483,500.00",
3800,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,23,QUINTANA ROO,4,OTHÓN P. BLANCO,REHABILITACIÓN DE PARQUE EN LA LOCALIDAD DE XCALAK,"920,000.00","454,940.00",
3801,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,23,QUINTANA ROO,1,COZUMEL,CONSTRUCCIÓN DE DOMOS EN EL COBACH COZUMEL (CLAVE 23ECB0007V) Y EL CETMAR NO. 33 (CLAVE 23DCM0033Z),"5,000,000.00","2,472,500.00",
3802,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,23,QUINTANA ROO,2,FELIPE CARRILLO PUERTO,REHABILITACIÓN DE PARQUE EN LA LOCALIDAD DE CHUNHUHUB,"1,070,000.00","529,115.00",
3803,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,23,QUINTANA ROO,2,FELIPE CARRILLO PUERTO,REHABILITACIÓN DE PARQUE EN LA LOCALIDAD DE TIHOSUCO,"2,360,000.00","1,167,020.00",
3804,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,23,QUINTANA ROO,4,OTHÓN P. BLANCO,CONSTRUCCIÓN DE DOMO EN LA PRIMARIA BENITO JUÁREZ (CLAVE T.M 23DPR0279S T.V. 23DPR0259E),"2,400,000.00","1,186,800.00",
3805,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,23,QUINTANA ROO,4,OTHÓN P. BLANCO,CONSTRUCCIÓN DE DOMO EN LA SECUNDARIA DAVID ALFARO SIQUEIROS (CLAVE 23DES0011G),"2,400,000.00","1,186,800.00",
3806,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,23,QUINTANA ROO,4,OTHÓN P. BLANCO,"CONSTRUCCIÓN DE DOMO EN LA PRIMARIA OCHO DE OCTUBRE (CLAVE T.M 23DPR0002F, T.V 23DPR0030B)","2,400,000.00","1,186,800.00",
3807,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,23,QUINTANA ROO,7,LÁZARO CÁRDENAS,CONSTRUCCIÓN DE DOMO EN LA LOCALIDAD DE EL IDEAL,"3,000,000.00","1,483,500.00",
3808,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,23,QUINTANA ROO,5,BENITO JUÁREZ,CONSTRUCCIÓN DE PARQUE EN LA COLONIA DONCELES,"1,050,000.00","519,225.00",
3809,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,23,QUINTANA ROO,3,ISLA MUJERES,CONSTRUCCIÓN DE DOMO EN LA LOCALIDAD DE RANCHO VIEJO,"3,600,000.00","1,780,200.00",
3810,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,23,QUINTANA ROO,10,BACALAR,CONSTRUCCIÓN DE DOMO DEPORTIVO Y CANCHA DE USOS MÚLTIPLES,"2,100,000.00","1,038,450.00",
3811,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,23,QUINTANA ROO,10,BACALAR,CONSTRUCCIÓN DE DOMO DEPORTIVO Y CANCHA DE USOS MÚLTIPLES ,"2,100,000.00","1,038,450.00",
3812,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,23,QUINTANA ROO,1,COZUMEL,MEJORAMIENTO DEL PARQUE LOS ALMENDROS,"3,000,000.00","1,483,500.00",
3813,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,24,SAN LUIS POTOSÍ,1,AHUALULCO,"CONSTRUCCION DE LA CASA DE CULTURA JULIAN CARRILLO DE AHUALULCO DEL SONIDO 13, SEGUNDA ETAPA","2,000,000.00","989,000.00",
3814,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,24,SAN LUIS POTOSÍ,1,AHUALULCO,"PAVIMENTACIÓN DE LA CALLE MEZQUITE DEL FRACCIONAMIENTO LOS MAGUEYES, ENTRE LAS CALLES PALMA CHINA Y BUGAMBILIAS, EN EL MUNICIPIO DE AHUALULCO, SAN LUIS POTOSI","2,000,000.00","989,000.00",
3815,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,24,SAN LUIS POTOSÍ,56,VILLA DE ARISTA,CONSTRUCCION DE UNIDAD MULTIDEPORTIVA,"750,000.00","370,875.00",
3816,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,24,SAN LUIS POTOSÍ,14,COXCATLÁN,"MODERNIZACION DE PARQUE DEPORTIVO EN CABECERA MUNICIPAL DE COXCATLAN, S.L.P","1,566,407.24","774,588.38",
3817,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,24,SAN LUIS POTOSÍ,14,COXCATLÁN,"REHABILITACIÓN DEL FORO AL AIRE LIBRE Y PLAZA CULTURAL 
MUNICIPAL, EN LA CABECERA MUNICIPAL DE COXCATLAN, S.L.P. 
","2,683,592.76","1,327,036.62",
3818,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,24,SAN LUIS POTOSÍ,19,LAGUNILLAS,"REHABILITACIÓN CON  CONCRETO HIDRÁULICO DE LA CALLE HEROES POTOSINOS, ENTRE CALLE 20 DE NOVIEMBRE Y FRANCISCO I. MADERO LOCALIDAD PINIHUAN MUNICIPIO DE LAGUNILLAS, SLP","1,000,000.00","494,500.00",
3819,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,24,SAN LUIS POTOSÍ,25,SALINAS,"PAVIMENTACIÓN CON CONCRETO HIDRAULICO EN LA CALLE AV. DE LA PAZ ENTRE MANAGUA Y SAN SALVADOR Y CALLE SAN SALVADOR DE AV. DE LA PAZ A CALLE PRIVADA MARIANO ESCOBEDO EN EL MUNICIPIO DE SALINAS, S.L.P.","4,000,000.00","1,978,000.00",
3820,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,24,SAN LUIS POTOSÍ,21,MEXQUITIC DE CARMONA,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE LA CALLE CALZADA DE GUADALUPE, LOCALIDAD SAN MARCOS CARMONA, MEXQUITIC DE CARMONA, S.L.P.","2,000,000.00","989,000.00",
3821,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,24,SAN LUIS POTOSÍ,21,MEXQUITIC DE CARMONA,CONSTRUCCION DE UNIDAD DEPORTIVA MUNICIPAL EN LA COMUNIDAD DE CORTE SEGUNDO,"2,775,000.00","1,372,237.50",
3822,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,24,SAN LUIS POTOSÍ,21,MEXQUITIC DE CARMONA,"PAVIMENTACIÓN DE CONCRETO HIDRÁULICO DE LA CALLE ADOLFO LOPEZ ,MATEOS ENTRE LA AV. GUADALUPE HASTA LA CASA MARCADA CON EL NUMERO 146","1,985,000.00","981,582.50",
3823,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,24,SAN LUIS POTOSÍ,21,MEXQUITIC DE CARMONA,PAVIMENTACION DE CONCRETO HIDRAULICO DE LA CALLE IGNACIO ZARAGOZA ENTRE LAS CALLES LAZARO CARDENAS Y FRANCISCO I. MADERO EN LA COMUNIDAD DE CORTE SEGUNDO,"2,288,000.00","1,131,416.00",
3824,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,24,SAN LUIS POTOSÍ,28,SAN LUIS POTOSÍ,"REGENERACION DE AV. 20 NOVIEMBRE, TRAMO DE REFORMA A FERROCARRIL CENTRAL","9,422,528.81","4,659,440.50",
3825,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,24,SAN LUIS POTOSÍ,28,SAN LUIS POTOSÍ,"REGENERACION DE AV. 20 NOVIEMBRE, TRAMO DE FERROCARRIL CENTRAL A AQUILES SERDAN","7,104,437.75","3,513,144.46",
3826,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,24,SAN LUIS POTOSÍ,28,SAN LUIS POTOSÍ,"REGENERACION DE AV. 20 NOVIEMBRE, TRAMO DE AQUILES SERDAN A AV. DE LA PAZ","8,473,033.44","4,189,915.04",
3827,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,24,SAN LUIS POTOSÍ,11,CIUDAD FERNÁNDEZ,MODERNIZACIÓN DE CALLE FRONTERA ENTRE CALLE RAYÓN Y CALLE CUAUHTÉMOC,"3,500,000.00","1,730,750.00",
3828,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,24,SAN LUIS POTOSÍ,11,CIUDAD FERNÁNDEZ,PAVIMENTACIÓN CON CONCRETO HIDRÁULICO EN CALLE LAURELES DE CALLE MADERO A CALLE CEDRO,"1,000,000.00","494,500.00",
3829,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,24,SAN LUIS POTOSÍ,11,CIUDAD FERNÁNDEZ,"PAVIMENTACIÓN CON CONCRETO HIDRÁULICO DE CALLE EUCALIPTO DE CALLE BUGAMBILIAS A CALLE LAURELES.
","500,000.00","247,250.00",
3830,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,24,SAN LUIS POTOSÍ,10,CIUDAD DEL MAÍZ,"PAVIMENTACION CON CONCRETO HIDRÁULICO  CALLE ZARAGOZA (PANTEON) EN CIUDAD DEL MAIZ, S.L.P.         ","3,500,000.00","1,730,750.00",
3831,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,24,SAN LUIS POTOSÍ,39,TAMPAMOLÓN CORONA,"PAVIMENTACION DE CONCRETO HIDRAULICO EN CALLE BENITO JUAREZ, PAXQUID, MUNICIPIO DE TAMPAMOLON CORONA, S.L.P.","2,248,404.00","1,111,835.78",
3832,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,24,SAN LUIS POTOSÍ,27,SAN CIRO DE ACOSTA,PAVIMENTACION CON CONCRETO HIDRAULICO ESTAMPADO DE CALLE HIDALGO 4A ETAPA Y REHABILITACION DE DRENAJE ENTRE CALLES ARTEAGA Y CONSTITUCION.,"3,000,000.00","1,483,500.00",
3833,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,24,SAN LUIS POTOSÍ,6,CATORCE,"CONSTRUCCIÓN DE PLAZA MULTICULTURAL EN LA LOCALIDAD DE SANTA MARIA DEL REFUGIO, MUNICIPIO DE CATORCE, S. L. P.","4,000,000.00","1,978,000.00",
3834,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,24,SAN LUIS POTOSÍ,6,CATORCE,PAVIMENTACIÓN DE LA CALLE BENITO JUAREZ EN LA LOCALIDAD DE SANTA MARIA DEL REFUGIO (INCLUYE DRENAJE Y AGUA POTABLE),"2,596,865.00","1,284,149.74",
3835,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,24,SAN LUIS POTOSÍ,6,CATORCE,"CONSTRUCCIÓN DE TECHADO EN LA ESCUELA PRIMARIA ""JOSE MARIA MORELOS Y PAVON"" DE LA LOCALIDAD DE ESTACION CATORCE CCT 24DPR1887A","1,000,000.00","494,500.00",
3836,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,24,SAN LUIS POTOSÍ,6,CATORCE,"REHABILITACION DE TUNEL OGARRIO (1era ETAPA) , REHABILITACION DE DRENAJE PLUVIAL Y REPARACION DE BACHES EN ADOQUIN, EN REAL DE CATORCE, DEL MUNICIPIO DE CATORCE, S.L.P.","5,000,000.00","2,472,500.00",
3837,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,24,SAN LUIS POTOSÍ,6,CATORCE,"REHABILITACION DE SISTEMA DE AGUA POTABLE EN REAL DE CATORCE (1era ETAPA), CONSTRUCCION DE 2 TANQUES SUPERFICIALES DE MAMPOSTERIA PARA ALMACENAMIENTO Y REGULACION DE 250 m3,  EN EL MUNICIPIO DE CATORCE, S.L.P. ","2,000,000.00","989,000.00",
3838,U132,FONDO PARA EL FORTALECIMIENTO DE LA INFRAESTRUCTURA ESTATAL Y MUNICIPAL,24,SAN LUIS POTOSÍ,6,CATORCE,"REHABILITACION DE CALLE RAMON CORONA ENTRE ALLENDE Y LANZAGORTA LOCALIDAD DE REAL DE CATORCE (INCLUYE EMPEDRADO, AGUA Y DRENAJE).","5,405,184.00","2,672,863.49",
